question_number,question,option_a,option_b,option_c,option_d,correct_answer,explanation
231,"按照「全險」保險單,以下哪項是會得到賠償?",意外火災引起的損失,意外中遺失的一件珠寶,被保險人被賊人用槍指嚇而被偷竊的手錶,以上所有各項,D,"「全險」的意思是所有損失或損害均屬保障範圍內,具體豁免保障者則除外。"
232,以下哪項會受到基本盜竊保險的保障?,串同職員的盜竊,賊人自沒有鎖上及已開啟的門入內盜竊的損失,意圖毀滅証據而放火導致的損毀,以上所有各項都不是,D,"根據保單條款,任何索償如要成功,被保處所的保安防衛物必須遭到某些破壞。通常規定,只有牽涉 「以強行及暴力的方式進入或離開」被保處所的盜竊才屬保障範圍內。 職員盜竊屬於忠實保證風險,不屬於盜竊保單的保障範圍。牽涉到職員的共謀盜竊也不在此保障範圍內。在盜竊保單中,由火災引起的損害屬於除外責任的範圍。"
233,商業物業因盜竊而損失(不涉及火災)是屬於:,除外責任,"是會被保障,但受保人必須已指明及已繳交保費","是不會被保障,除非受保人已指明",是屬於保單的保障範圍而無需繳交保費,B,盜竊保險的基本目的是承保由盜竊或企圖盜竊導致的損失或損害。
234,"在本港簽發「商業盜竊保險單」,會提供以下哪項保障?",因盜竊而造成火災損失,因盜竊而造成非火災損失,向因盜竊而造成傷害的職員提供個人意外權益,以上所有各項,B,"盜竊保險的基本目的是承保由盜竊或企圖盜竊導致的損失或損害。在盜竊保單中,由火災引起的損害 屬於除外責任的範圍。因為火災引起的損害屬於除外責任的範圍。不論是否由可保危險引起都不會賠付。"
235,以下哪項會受到盜竊保險單的保障?,串同職員的盜竊,賊人由沒有鎖上及已開啟的門入內盜竊的損失,盜賊意圖毀滅証據而放火導致的損毀,以上所有各項都不是,D,"根據保單條款,任何索償如要成功,被保處所的保安防衛物必須遭到某些破壞。通常規定,只有牽涉 「以強行及暴力的方式進入或離開」被保處所的盜竊才屬保障範圍內。 職員盜竊屬於忠實保證風險,不屬於盜竊保單的保障範圍。牽涉到職員的共謀盜竊也不在此保障範圍內。在盜竊保單中,由火災引起的損害屬於除外責任的範圍。"
236,以下哪項或哪些有關商業盜竊保單的描述是正確的?,是以「全險」的方式來承保的,盜竊帶來的損害都被列為除外責任,只有牽涉「以強行及暴力方式進入或離開」被保處所的盜竊才屬於保障範圍之內,以上各項皆是,C,"根據保單條款,任何索償如要成功,被保處所的保安防衛物必須遭到某些破壞。通常規定,只有牽涉「以強行及暴力的方式進入或離開」被保處所的盜竊才屬保障範圍內。"
237,"大多數的盜竊保險只限於商業風險的保障,其保障範圍包括:",因盜賊引起的損失,以強行及暴力的方式進入或離開受保處所,因盜竊而產生的實際損失,以上所有各項,D,"獨立存在的盜竊保單主要只用於業商業風險。其保障範圍的壹個重要特點,就是保單通常有保由於盜賊以強行及暴力方式進入(或離開)受保處所而引致的損害。"
238,以下哪項有關盜竊保險中的陳述是不正確的?,"若不是以全額投保,損失將按比例分攤計",有些保險人仍稱之為入屋盜竊保險,由盜賊引起的火災損失是可獲得保障的,保單條款通常要求盜竊是以強行及暴力的方式進入或離開,C,"竊賊縱火以毀滅盜竊證據這種事情間中會發生,但是,在盜竊保單中,由火災引起的損害屬於除外責任的範圍。"
239,由寫匪引致的損毀於商業盜竊保險中是屬於:,基本的除外責任,保單中的保障範圍(涉及火災的損毀則除外),所有這類的損毀都自動成為保障範圍,"若額外附加保費,便成為可保的風險",D,"盜竊保險保障範圍的壹個重要特點,就是保單通常有保由於盜賊以強行及暴力方式進入(或離開)受保處所而引致的損害。保單對此類損失不設獨立的保額,但壹般會給存貨及其他件物件(如辦公設備)指明適用的各別保額。"
240,以下哪項會於玻璃保險中得到保障?,與戰爭有關的損毀,由火災引起的損毀,由一輛車子翻起的石子引致玻璃碎裂,由一名小偷打碎玻璃後遭盜竊的存貨,C,"玻璃保險提供「全險」保險保障,範圍不僅包括被保固定玻璃的碎裂,還包括暫時用圍板擋住被保處所所需的任何費用。標準財產保險的除外責任包括戰爭、核風險、恐怖主義等。火災風險可由火險保單承保的風險,例如火災、風暴、地震等都被豁免承保。由一名小偷打碎玻璃後遭盜竊的存貨屬盜竊保險的保障範圍。"
241,以下哪項不屬於玻璃保險的除外責任?,火災,核風險,受到汽車撞擊,以上各項,C,"火災風險可由火險保單承保的風險,例如火災、風暴、地震等都被豁免承保。 標準財產保險的除外責任包括戰爭、核風險、恐怖主義等。"
242,"以下哪項引致玻璃碎裂的事項,是在基本的玻璃保單中不受到保障?",消防員尋找救火通道時弄破的玻璃,遭汽車撞擊而被破壞的玻璃,醉酒球迷擲汽水罐而破碎的玻璃,投保人不小心弄碎的玻璃,C,"公共場所的玻璃特別容易受到罷工、暴亂等事件破壞。這種危險在玻璃保險中屬於除外責任,因此必 須查詢清楚,玻璃或火災保單是否可以額外承保這類風險。"
243,"在商用玻璃的維修工程中,常須要用圍板擋住有關之地方,此項工程的成本,在玻璃保險中:",需要被保險人提出要求才可以得到索償,需要被保險人多付額外的保費才可獲得保障,是屬於基本的保障而不需要多付任何另外保費,是一般的除外責任,C,"玻璃保險提供「全險」保障,範圍不僅包括被保固定玻璃的碎裂,還包括其引致的,暫時用圍板擋住 被保處所所需的額外費用。"
244,玻璃保險另外一個名稱?,平板玻璃保險,易碎物件保險,不動產保險,公眾責任保險,A,"玻璃保險業務原來稱為平板玻璃保險((因為它只承保經固定安裝的玻璃),香港可能還有保險人至今仍在使用這個名稱。"
245,"一般「玻璃保險單」中,提供以下哪項保障?",因火災對受保玻璃的損毀,對受影響的物業進行圍板工程,因被破裂玻璃弄傷的職員提供「個人意外權益」,以上所有各項,B,"玻璃保險提供「全險」保障,範圍不僅包括被保固定玻璃的碎裂,還包括其引致的,暫時用板擋住被保處所所需的額外費用。火災風險可由火險保單承保的風險,例如火災、風暴、地震等都被豁免承保。因被保玻璃破碎而導致的營業損失及額外開支(除非是圍板費用)都屬除外責任。"
246,金錢保單保障有效於:,火災中損失的金錢,運送途中遭盜竊損失的金錢,準備存入銀行前意外損失的金錢,以上全部各項,D,"金錢保險的保障範圍屬「全險」; 保障地點:承保對象仍然以現金運送為主,也相當可能包括其他地點的金錢。"
247,金錢保障保險擴展後的保障包括以下哪項?,被賊人打劫而失去的財物,受僱僱員在被劫時受傷,接收偽鈔的損失,運送現金時的損失,B,"在金錢保單中附加人身意外保障以承保職員因遭盜賊襲擊而受傷,是頗為普遍的做法。"
248,以下哪項是計算金錢保單的保費根據?,通常是有固定保額,以被保險人全年攜帶的最大金額,以被保險人存放的最高金額,通常是根據被保險人全年於銀行內往來的金額,D,"金錢保單的保費以全年進出銀行的金額的估計總數的壹個比率作為標準,因此,須支付臨時保費,到取得實際金額後再作全年的調整。"
249,以下哪項有關可調整保費的描述是正確的?,"嚴格來說,在法律上是不可強制執行",保單條件會要求被保險人保留足夠的相關記錄,這與財產保險有關,以上全部各項,B,必須保留足夠的記錄以證實損失金額及進行保費調整。
250,以下哪項關於金錢保險屬正確的?,"保障包括金錢以外的其他物件,例如支票、匯票等",只承保火災,所有保單自動承保職員住處,以上全部各項,A,"金錢保險的保障範圍屬「全險」,除了金錢的損失以外,還承保盜賊對保險箱和保險庫等造成的損害。"
251,以下哪項關於忠實保證保險的句子是不正確的?,保證只限於金錢損失,核查及監督制度是核保的考慮,不記名保障包括所有職員,保單保障顧員不誠實行為,A,"忠實保證保險原來保障的缺失必須是與金錢有關的。現時,同時承保涉及貨品方面的缺失是頗為正常的做法。"
252,"受忠實保證保險保障的一名僱員偷竊,僱主後來取回失去的金錢,亦沒有通知保險人,其後,同一名僱員再次偷去大筆金錢,被保險人向保險公司申請索償,此索償:",全數可以獲得正常賠償,全數不會獲得賠償,"可以獲得賠償,但視乎是否已繳交額外保費",可以獲得「通融」賠償,B,"僱主有時可能會寬宏大量,給犯錯的僱員改過自新的機會,允許他們繼續為公司服務。在這方面,保單規定被保險人必須在知悉或懷疑員工有不誠實行為後的比如7天內,以書面形式向保險人報告,保險人會暫時中止就該員工給與的保險保障,直至情況令其滿意為止。另外,保單或會規定於上述發現之後,自動並立即停止就該名員工提供保證。"
253,忠實保證保險的定義:,是金錢保險的另一種名稱,保障因職員的不誠實行為而導致的損失,保障因非職員的偷竊及建築物損壞的損失,不屬於經濟權益保險,B,"忠實保證保險可能是意外保險的最早形式,它屬於經濟權益保險,承保僱主因任何人在受其僱用的期間進行任何欺詐、盜竊或不誠實等行為而導致的金錢或財產損失。"
